,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
10,Geoff Weiss,Washington Post reports that owner Jeff Bezos stopped it from endorsing Kamala Harris,"Former Washington Post executive editor Marty Baron called the decision ""a moment of darkness that will leave democracy as a casualty.""",https://www.businessinsider.com/jeff-bezos-owned-washington-post-wont-endorse-presidential-candidate-2024-10,https://i.insider.com/671bce799b3250dbbcea2dfe?width=1200&format=jpeg,2024-10-25T18:01:40Z,"Jeff BezosLeon Bennett/Getty
<ul><li>The Washington Post won't endorse a presidential candidate in 2024.</li><li>Former executive editor Marty Baron called the decision ""a moment of darkness,"" per N… [+2316 chars]",business-insider,Business Insider
11,"Natalie Musumeci,Brent D. Griffiths",Trump complains to judge that Kamala Harris has used Jack Smith's evidence in ads,Donald Trump is fighting to delay yet another release of more of prosecutors' evidence in the 2020 election interference case against him.,https://www.businessinsider.com/trump-kamala-harris-election-interference-case-jack-smith-ads-02024-10,https://i.insider.com/6711426601ea6d83dee1e517?width=1200&format=jpeg,2024-10-17T18:00:32Z,"Donald Trump and Kamala HarrisJim Vondruska and Brandon Bell/Getty Images
<ul><li>Donald Trump is seeking to delay the release of more documents in his election interference case.</li><li>Trump's la… [+4289 chars]",business-insider,Business Insider
12,The Associated Press,Los Angeles Times editor resigns after newspaper withholds presidential endorsement,"The Los Angeles editorials editor Times resigned after the newspaper’s owner blocked the editorial board’s plans to endorse Vice President Kamala Harris for president, a journalism trade publication reported.",https://www.npr.org/2024/10/24/g-s1-29665/la-times-editor-resigns-presidential-endorsement,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3000x1688+0+156/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fbd%2Fee%2F314302a146b6aa2949aeebf1cb98%2Fap24298013933878.jpg,2024-10-24T05:55:05Z,"LOS ANGELES The editorials editor of the Los Angeles Times has resigned after the newspapers owner blocked the editorial boards plans to endorse Democratic Vice President Kamala Harris for president,… [+2340 chars]",,NPR
13,Jeffrey Sonnenfeld and Stephen Henriques,Kamala Harris Can Win by Embracing the Biden-Harris Record,Harris should forcefully articulate the true triumphs of the administration in which she serves.,https://time.com/7092811/kamala-harris-biden-method-economy/,https://api.time.com/wp-content/uploads/2024/10/kamala-harris-biden-record.jpg?quality=85&crop=0px%2C38px%2C2400px%2C1256px&resize=1200%2C628&strip,2024-10-15T15:49:10Z,"In her recent interview on The View, Vice President Kamala Harris was asked what differentiates her from President Joe Biden. The question suggests that for Harris to win she must show how she is dif… [+6361 chars]",time,Time
14,Makena Kelly,Influencers Get Their Final Marching Orders for the Election,The Trump and Harris campaigns have built huge networks of influencers and content creators. They have one last job—getting people out to vote.,https://www.wired.com/story/influencers-gop-and-democrats-ahead-of-election-day/,"https://media.wired.com/photos/67194aa038fa85cee9ab98a9/191:100/w_1280,c_limit/Politics_Newsletter_election_influencers.jpg",2024-10-24T11:00:00Z,Guerrero said that possible opportunities would be jumping on a campaign bus touring Las Vegas and speaking to voters about reproductive rights or to go door-knocking in battleground states. It sound… [+2575 chars],wired,Wired
15,Alexander Sammon,The Most Revealing Exchange of Kamala Harris’ Fox News Interview,Bret Baier’s attacks said a lot more about Trump than Harris.,https://slate.com/news-and-politics/2024/10/kamala-harris-fox-news-interview-bret-baier-election.html,https://compote.slate.com/images/f922564c-b514-45d0-af74-89c653694cfd.jpeg?crop=1560%2C1040%2Cx0%2Cy0&width=1560,2024-10-17T18:17:01Z,"Well, Kamala Harris did it: She went on Fox News.
And viewers were disabused of any notion that the station might approach the interview with minimally journalistic standards pretty much instantly. … [+5640 chars]",,Slate Magazine
16,Tom Maxwell,Jeff Bezos Reportedly Stops Washington Post From Making a Presidential Endorsement,"Newspaper endorsements don't matter much, it's the principle of management stopping them that matters.",https://gizmodo.com/jeff-bezos-reportedly-stops-washington-post-from-making-a-presidential-endorsement-2000516623,https://gizmodo.com/app/uploads/2024/10/GettyImages-2172039969.jpg,2024-10-25T17:45:40Z,"The Washington Post won’t make an endorsement for president this year. Ben Mullin from the New York Times first reported the news, which was confirmed by CEO Will Lewis shortly thereafter.
The annou… [+4594 chars]",,Gizmodo.com
17,Solcyré Burga,What a Trump or Harris Win Could Mean for Student Loan Forgiveness,Neither Vice President Kamala Harris or former President Donald Trump have laid out clear policy plans regarding student loans.,https://time.com/7095067/trump-harris-win-student-loan-forgiveness/,https://api.time.com/wp-content/uploads/2024/10/AP24269512518028.jpg?quality=85&w=1200&h=628&crop=1,2024-10-18T20:18:18Z,Student loan forgiveness is in legal limbo as facets of the Biden Administrations broader student loan forgiveness has been stifled by numerous lawsuits. While the judiciary wields significant power … [+6072 chars],time,Time
18,Matthew Gault,$30 Million Is All It Took to Shift the Odds in Trump’s Favor on Polymarket,The huge buy is further proof that predictive betting sites are only a reflection of what degenerate gamblers are willing to spend.,https://gizmodo.com/30-million-is-all-it-took-to-shift-the-odds-in-trumps-favor-on-polymarket-2000513653,https://gizmodo.com/app/uploads/2024/10/Trump2.jpg,2024-10-18T16:20:02Z,"Four different accounts have pumped $30 million into the betting site Polymarket, swaying the sites prediction in favor of a Trump victory. The two candidates have been neck and neck since Harris ent… [+2357 chars]",,Gizmodo.com
19,Rebecca Schneid,What a $25k Down Payment Aid From Harris Could Really Mean For First-Time Homebuyers,"Kamala Harris has said she will provide $25,000 in down payment assistance for first-time homebuyers, if elected.",https://time.com/7095175/down-payment-harris-plan-could-mean-for-first-time-homebuyers/,https://api.time.com/wp-content/uploads/2024/10/GettyImages-2170868901.jpg?quality=85&w=1024&h=628&crop=1,2024-10-19T18:23:04Z,"When Bridgette Blounts first grandchild was born in 2020, she knew it was time to transition from renting to homeownership. Her rent had been going up for years, and she wanted to ensure that her gra… [+6705 chars]",time,Time
20,"Havovi Cooper,John L. Dorman,Selima Hussain,Erica Star Domena",How long will it take to call the 2024 US election?,Senior politics reporter John Dorman breaks down when we might know the election results in key swing states.,https://www.businessinsider.com/how-long-will-it-take-to-call-us-presidential-election-2024-10,https://i.insider.com/671be7a7a0a0cc14f224208e?width=1200&format=jpeg,2024-10-25T18:54:12Z,The US presidential election is almost here — but how long will it take before we know whether Vice President Kamala Harris or former President Donald Trump won the race? Senior politics reporter Joh… [+68 chars],business-insider,Business Insider
21,Phillip Elliott / Detroit,Harris Urges Detroit to ‘Break Some Records’ as Early Vote Begins in Critical Michigan,Kamala Harris was joined by Lizzo for a rally in Detroit a day after Trump struggled with mic troubles in his own Detroit rally,https://time.com/7095205/kamala-harris-lizzo-detroit/,https://api.time.com/wp-content/uploads/2024/10/GettyImages-2178611876.jpg?quality=85&w=1024&h=628&crop=1,2024-10-19T20:11:58Z,"This article is part of The D.C. Brief, TIMEs politics newsletter. Sign up here to get stories like this sent to your inbox.
As early voting kicked off on Saturday in Detroit, Kamala Harris was in o… [+2547 chars]",time,Time
22,Philip Elliott / Detroit,"As Harris and Trump Fight to the Wire, Feelings Will Matter More Than Facts","'It's going to be a feeling election, not a fact election,' says a top Kamala Harris ally, which explains a recent campaign strategy shift.",https://time.com/7097038/kamala-harris-donald-trump-facts-feelings/,https://api.time.com/wp-content/uploads/2024/10/GettyImages-2178445157.jpg?quality=85&w=1024&h=628&crop=1,2024-10-24T15:37:56Z,"This article is part of The D.C. Brief, TIMEs politics newsletter. Sign up here to get stories like this sent to your inbox.
With almost $2 billion in advertising in the rearview mirror, millions of… [+6118 chars]",time,Time
23,Nik Popli,Harris Increases Pressure on Trump’s Mental Acuity After Bizarre Town Hall,Kamala Harris is increasing focus on Donald Trump’s mental fitness following a bewildering town hall where he played his favorite songs.,https://time.com/7093649/donald-trump-town-hall-mental-fitness-harris/,https://api.time.com/wp-content/uploads/2024/10/GettyImages-2177817889.jpg?quality=85&w=1024&h=628&crop=1,2024-10-15T17:52:43Z,"Kamala Harris is increasing focus on Donald Trumps mental fitness weeks ahead of the election, following a bewildering town hall on Monday where Trump abruptly abandoned questions to sway to his favo… [+4143 chars]",time,Time
24,,Bill Gates Makes Unprecedented $50 Million Pledge to Back Kamala Harris: ‘This Election Is Different’,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8d725643-505e-4824-ac71-6c3afa6fce15,,2024-10-22T23:10:34Z,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
25,,Kamala Harris’s Fox interview: our experts are united in their verdict,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_96fa2429-c699-4b62-9b28-f7fb56d92f3c,,2024-10-16T22:56:38Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",,Yahoo Entertainment
26,Mary Kekatos,"What we know about Trump, Harris medical records after VP releases doctor's report",Kamala Harris recently released her medical records but Donald Trump has yet to do so.,https://abcnews.go.com/Health/trump-harris-medical-records-after-vp-releases-doctors/story?id=114822811,https://i.abcnewsfe.com/a/48f81787-5fb2-4029-9f6b-f6373899de07/kamala-harris-ap-jef-241015_1729001017986_hpMain_16x9.jpg?w=1600,2024-10-15T23:44:44Z,"As the presidential election nears -- with just 21 days to go -- questions are swirling about the candidates' health.
Over the weekend, the White House released medical records for Vice President Ka… [+4301 chars]",abc-news,ABC News
27,"Fritz Farrow, Gabriella Abdul-Hakim, Will McDuffie, Tal Axelrod",Harris paints Trump as a national threat in testy Fox News interview,VP Kamala Harris blasted Donald Trump in a Fox News interview with Bret Baier.,https://abcnews.go.com/Politics/harris-paints-trump-national-threat-testy-fox-news/story?id=114869202,https://i.abcnewsfe.com/a/a62594e8-5ee6-4b60-8f54-0fe1811302ab/Kamala-Harris-2-ss-jm-241016_1729118167082_hpMain_16x9.jpg?w=1600,2024-10-16T22:47:34Z,"Vice President Kamala Harris on Wednesday hammered former President Donald Trump as thin-skinned and a threat to U.S. democracy in a fiery interview with Fox News.
Harris raised Trump's recent rheto… [+3296 chars]",abc-news,ABC News
28,"Will McDuffie, Gabriella Abdul-Hakim, Fritz Farrow",Harris expected to take advantage of Kelly's critical comments of Trump at town hall,Vice President Kamala Harris will answer questions from voters Wednesday night at a CNN town hall.,https://abcnews.go.com/Politics/harris-expected-advantage-kellys-critical-comments-trump-cnn/story?id=115069432,https://i.abcnewsfe.com/a/726f9add-80f6-492d-91bc-d818b4365b3d/kamala-harris-rt-jef-241023_1729705504754_hpMain_16x9.jpg?w=1600,2024-10-23T18:03:45Z,Vice President Kamala Harris will answer questions from voters Wednesday night at a CNN town hall as she makes a final pitch to Americans in what is expected to be a razor-thin election -- and is exp… [+2727 chars],abc-news,ABC News
29,The New Yorker,How Alpha Kappa Alpha Shaped Kamala Harris,"On the New Yorker Radio Hour, David Remnick speaks with Jazmine Hughes about Kamal Harris’s membership in Alpha Kappa Alpha, the nation’s oldest Black sorority.",https://www.newyorker.com/podcast/the-new-yorker-radio-hour/how-alpha-kappa-alpha-shaped-kamala-harris,"https://media.newyorker.com/photos/663cd3037d83171cd086b2ee/16:9/w_1280,c_limit/Radio-Hour-Secondary-Segment.png",2024-10-25T18:00:00Z,"Listen and subscribe:Apple | Spotify | Google | Wherever You Listen
Sign up for our daily newsletter to get the best of The New Yorker in your in-box.
One aspect of the Vice-Presidents background t… [+986 chars]",,The New Yorker
30,msmash,FBI Investigates Claims China Tried To Hack Donald Trump's Phone,Joe Biden's administration is investigating alleged Chinese efforts to hack US telecoms infrastructure amid reports hackers had targeted the phones of former president Donald Trump and his running mate JD Vance. Financial Times: The FBI and the Cybersecurity …,https://news.slashdot.org/story/24/10/25/2055241/fbi-investigates-claims-china-tried-to-hack-donald-trumps-phone,https://a.fsdn.com/sd/topics/usa_64.png,2024-10-25T21:00:00Z,Joe Biden's administration is investigating alleged Chinese efforts to hack US telecoms infrastructure amid reports hackers had targeted the phones of former president Donald Trump and his running ma… [+1748 chars],,Slashdot.org
31,Jazmine Hughes,The Tight-Knit World of Kamala Harris’s College Sorority,How are members of A.K.A.—which Harris joined at Howard University—responding to their most famous sister’s Presidential campaign against Donald Trump? Jazmine Hughes reports.,https://www.newyorker.com/magazine/2024/10/28/the-tight-knit-world-of-kamala-harris-sorority,"https://media.newyorker.com/photos/670e8af9ade7d64a13b98923/16:9/w_1280,c_limit/r45130.jpg",2024-10-21T10:00:00Z,"The advice flying around the last night of the Democratic National Convention this past August, at Chicagos United Center, was to not leave your seat after 9 P.M. All day, social media and the conven… [+14109 chars]",,The New Yorker
32,Joey Cappelletti / AP,"At Detroit Rally for Kamala Harris, Eminem Endorses and Obama Raps","Voter turnout in Detroit, a longtime Democratic stronghold, will be crucial in determining who wins Michigan, a crucial swing state, in November.",https://time.com/7096316/eminem-barack-obama-kamala-harris-campaign-detroit-michigan/,https://api.time.com/wp-content/uploads/2024/10/eminem-barack-obama.jpg?quality=85&w=1024&h=628&crop=1,2024-10-23T04:00:00Z,"DETROIT Detroit rapper Eminem stepped into the political arena Tuesday in his hometown, where he spoke briefly at a rally for Vice President Kamala Harris presidential campaign before welcoming forme… [+2900 chars]",time,Time
33,"Soo Rin Kim, Lalee Ibssa, Kelsey Walsh, Sarah Beth Hensley","Trump again questions Harris' racial, ethnic identity in podcast interview",Former President Donald Trump once again falsely questioned Vice President Kamala Harris' racial and ethnic identity during an interview.,https://abcnews.go.com/Politics/trump-questions-harris-racial-ethnic-identity-podcast-interview/story?id=114906094,https://i.abcnewsfe.com/a/c18d353e-0415-48df-b56f-f2492ecfc765/trump-1-rt-er-241017_1729195852150_hpMain_16x9.jpg?w=1600,2024-10-17T23:10:50Z,"Former President Donald Trump once again falsely questioned Vice President Kamala Harris' racial and ethnic identity during an interview with the ""PBD Podcast"" that aired on Thursday.
Trump -- who s… [+3195 chars]",abc-news,ABC News
34,Eve Crosbie,Democrats target 'Swiftie' voters as The Eras Tour returns: 'We're not taking any vote for granted',"The DNC launched its new ""I Will Vote"" campaign as Taylor Swift began the final US leg of her Eras Tour at Miami's Hard Rock Stadium.",https://www.businessinsider.com/kamala-harris-democrats-swiftie-voters-eras-tour-returns-miami-2024-10,https://i.insider.com/6713b31ca0a0cc14f22272de?width=1200&format=jpeg,2024-10-19T14:34:22Z,"Taylor Swift kicked off a three-night run of concerts at the Hard Rock Stadium in Miami on October 18.John Shearer/TAS24/Getty Images for TAS Rights Management
<ul><li>The DNC is using the final str… [+2604 chars]",business-insider,Business Insider
35,Mark Leibovich,West Wing Nostalgia Just Won’t Quit,On the campaign trail for Kamala Harris with Martin Sheen,https://www.theatlantic.com/politics/archive/2024/10/west-wing-nostalgia-election/680349/,https://cdn.theatlantic.com/thumbor/A9XxE9uJQa8TrfJjAhXHHlwevlU=/0x43:2000x1085/1200x625/media/img/mt/2024/10/West_wing_final/original.jpg,2024-10-24T11:00:00Z,"The fictional president Josiah Bartlet dropped into a Democratic canvassing headquarters in a Madison, Wisconsin, strip mall last Sunday morning. He was there on behalf of Kamala Harris, addressing a… [+5993 chars]",,The Atlantic
36,Tal Axelrod,Harris revives message around democracy as Trump escalates rhetoric. Will it work?,"Kamala Harris shunted Joe Biden's messaging on democracy when she took over as Democrats' nominee, but now she's reviving attacks amid Donald Trump's escalating rhetoric.",https://abcnews.go.com/Politics/harris-revives-message-democracy-trump-escalates-rhetoric-work/story?id=114908724,https://i.abcnewsfe.com/a/d69281d3-d09b-41b9-81b3-62d2e001fd61/kamala-harris-01-gty-jef-241015_1729014708295_hpMain_16x9.jpg?w=1600,2024-10-18T17:32:12Z,"When Vice President Kamala Harris took over as Democrats' presidential nominee, she shunted President Joe Biden's old messaging about the ""soul of the nation,"" leaning instead into ""joy"" and the ""opp… [+6878 chars]",abc-news,ABC News
37,"Gabriella Abdul-Hakim, Fritz Farrow, Will McDuffie",Harris to have moderated conversations with Liz Cheney in 3 battleground states,"Vice President Kamala Harris will do a series of moderated conversations with former Rep. Liz Cheney in the battleground states of Pennsylvania, Michigan and Wisconsin.",https://abcnews.go.com/Politics/harris-moderated-conversations-liz-cheney-3-battleground-states/story?id=114990344,https://i.abcnewsfe.com/a/90b30e87-718d-48f4-889c-696504512eb4/harris-cheney-01-gty-jef-241021_1729521600063_hpMain_16x9t.jpg?w=1600,2024-10-21T15:22:50Z,"Vice President Kamala Harris will do a series of moderated conversations with former Wyoming Republican Rep. Liz Cheney in suburban cities in the battleground states of Pennsylvania, Michigan and Wis… [+1780 chars]",abc-news,ABC News
38,Emily Chang,College students in swing states could make an impact with registration decisions,Kamala Harris and Donald Trump are working to court young voters -- some of whom may have switched their voter registration to cast ballots in their college towns.,https://abcnews.go.com/Politics/college-students-battleground-states-make-election-impact-registration/story?id=114725305,https://i.abcnewsfe.com/a/14b91e9c-8dd1-4ecf-b16c-dde9ba2dd367/College-voting-4-gty-jm-241011_1728667901353_hpMain_16x9.jpg?w=1600,2024-10-21T18:06:05Z,"With just about two weeks until Election Day, Vice President Kamala Harris and former President Donald Trump are working to secure votes in key battleground states where polls show a neck-and-neck ra… [+9079 chars]",abc-news,ABC News
39,Tal Axelrod,The parties' coalitions are changing before Election Day. Nobody knows what's next.,The Democratic and Republican Parties' coalitions are undergoing a seismic change weeks before Vice President Kamala Harris and former President Donald Trump face off.,https://abcnews.go.com/Politics/parties-coalitions-changing-election-day/story?id=114793336,https://i.abcnewsfe.com/a/bac80eaf-4570-4ff5-b33a-0970013d2d44/trump-kamala-2-gty-er-241014_1728938720111_hpMain_16x9.jpg?w=1600,2024-10-15T09:13:08Z,"The Democratic and Republican Parties' coalitions are undergoing a seismic change just weeks before Vice President Kamala Harris and former President Donald Trump face off against each other.
What c… [+7607 chars]",abc-news,ABC News
40,"Fritz Farrow, Gabriella Abdul-Hakim, Will McDuffie","Harris, Obama to campaign together for 1st time at star-studded Georgia rally",Vice President Kamala Harris will campaign with former President Barack Obama for the first time Thursday night in must-win Georgia at a star-studded rally.,https://abcnews.go.com/Politics/harris-obama-campaign-1st-time-star-studded-georgia/story?id=115107333,https://i.abcnewsfe.com/a/d107f749-8105-4536-a9c7-533c295cfb0d/obama-harris-rally-ap-lv-241024_1729789115660_hpMain_16x9.jpg?w=1600,2024-10-24T17:13:20Z,"Vice President Kamala Harris will campaign with former President Barack Obama for the first time Thursday night in must-win Georgia at a star-studded rally near Atlanta to kick off her ""When We Vote … [+1710 chars]",abc-news,ABC News
41,ABC News,WATCH: Harris tries to woo unhappy Republican voters as Trump doubles down on his base,"ABC News’ Jon Karl breaks down how Vice President Kamala Harris and former President Donald Trump are trying to solidify votes, with just 13 days until the election.",https://abcnews.go.com/GMA/News/video/harris-woo-unhappy-republican-voters-trump-doubles-base-115057589,https://i.abcnewsfe.com/a/460d2191-1c3d-4b18-b0b1-b5c4ae4e87a7/241023_gma_karl_analysis1_710_hpMain_16x9.jpg?w=992,2024-10-23T12:04:13Z,"<ul><li>Whats next for Russia? 
</li><li>What comes next after Texas school shooting?
</li><li>What's next for abortion rights in America?
</li><li>The new battle for voting rights
</li><li>How w… [+2284 chars]",abc-news,ABC News
42,"Gary Langer, Jared Sousa",Close fight in the trenches: A look at the ground game in the presidential race,A narrow edge in voter contact by Kamala Harris’ campaign at the national level fades to parity in the battleground states.,https://abcnews.go.com/Politics/close-fight-trenches-ground-game-presidential-race/story?id=114780589,https://i.abcnewsfe.com/a/49136858-38bb-40f0-92fc-2a2e089930df/kamala-harris-trump-election-gty-lv-241014-2_1728936336009_hpMain_16x9.jpg?w=1600,2024-10-15T10:07:40Z,A narrow edge in voter contact by Kamala Harris' campaign at the national level fades to parity in the battleground states -- but Harris has been doing more to turn her contacts into voter assistance… [+6023 chars],abc-news,ABC News
43,"Gabriella Abdul-Hakim, Fritz Farrow, Will McDuffie","Harris works to appeal to Black men, a critical group for Democrats","For a second day this week, Vice President Kamala Harris is focusing on a key voting bloc that is a critical base fro the Democratic Party: Black men.",https://abcnews.go.com/Politics/harris-works-appeal-black-men-critical-group-democrats/story?id=114780568,https://i.abcnewsfe.com/a/d975f356-1f0a-4464-a4b2-43e1bcf07bb2/harris3-gty-ml-241015_1729008553844_hpMain_16x9.jpg?w=1600,2024-10-15T20:15:20Z,"For a second day this week, Vice President Kamala Harris is focusing on a key voting bloc that is a critical base for the Democratic Party: Black men.
On Tuesday, Harris will participate in an audio… [+6510 chars]",abc-news,ABC News
44,"Kate Walter, Quinn Scanlan, Meghan Mistry",'Blue Wall' Democratic governors boost Harris with bus tour,Democratic governors of the three “Blue Wall” states touted Kamala Harris’ ground game and predicted she will win their states but acknowledged the race is a toss-up.,https://abcnews.go.com/Politics/democratic-blue-wall-governors-make-case-harris-final/story?id=114960031,https://i.abcnewsfe.com/a/79c16cfa-6f8b-4479-9544-10c86f91f886/election-this-week-abc-lv-241020_1729431640438_hpMain_16x9.jpg?w=1600,2024-10-20T13:49:39Z,"With just 16 days until Election Day, the Democratic governors of the three Blue Wall battleground states touted the strength of Vice President Kamala Harris ground game, and predicted she would prev… [+922 chars]",abc-news,ABC News
45,"Alexandra Hutzler, Ivan Pereira, Tal Axelrod","2024 election updates: Harris, Trump in virtual dead heat in battleground states",Most polls show Vice President Kamala Harris and former President Donald Trump neck-and-neck in key states with just about two weeks to go.,https://abcnews.go.com/Politics/live-updates/2024election-updates-harris-trump-locked-virtual-dead-heat/?id=114983801,https://i.abcnewsfe.com/a/bac80eaf-4570-4ff5-b33a-0970013d2d44/trump-kamala-2-gty-er-241014_1728938720111_hpMain_16x9.jpg?w=1600,2024-10-21T13:10:04Z,"The latest polling averages from 538 show the two candidates running even in key swing states Michigan, Nevada, North Carolina, Pennsylvania and Wisconsin.
Trump, meanwhile, has a slight lead over H… [+102 chars]",abc-news,ABC News
46,ABC News,WATCH: Eminem introduces Obama at campaign rally in Detroit,Rapper Eminem took the stage in his home state of Michigan to introduce former President Barack Obama at a campaign event for Vice President Kamala Harris.,https://abcnews.go.com/Politics/video/eminem-introduces-obama-campaign-rally-detroit-115048964,https://i.abcnewsfe.com/a/7f94805d-e5c8-4429-9a44-52144b2d5293/obama_eminem_rt_241022_hpMain_16x9.jpg?w=992,2024-10-23T11:40:31Z,"<ul><li>Whats next for Russia? 
</li><li>What comes next after Texas school shooting?
</li><li>What's next for abortion rights in America?
</li><li>The new battle for voting rights
</li><li>How w… [+2284 chars]",abc-news,ABC News
